MasterID,COMID,yr,csci_sampledate,Constraint_class,County,SMC_region,Regional_board,pChem,pHab,pOverall,biological_condition,stress_condition,SQI,ASCI,blc,bs,Cond,CSCI,Ev_FlowHab,H_AqHab,H_SubNat,hy,CRAM,IPI,PCT_SAFN,ps,TN,TP,XCMG,lon,lat,ASCI_ptile,blc_ptile,bs_ptile,Cond_ptile,CRAM_ptile,CSCI_ptile,Ev_FlowHab_ptile,H_AqHab_ptile,H_SubNat_ptile,hy_ptile,IPI_ptile,PCT_SAFN_ptile,ps_ptile,TN_ptile,TP_ptile,XCMG_ptile
SMC01004,22515822,2019,7/15/2019,possibly constrained,Los Angeles,Los Angeles,Los Angeles,0.646112898,2.22E-16,0.646112898,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.77,62.5,25,8.6,0.48,0.99,0.37,0.5,33.3,36,0.42,14,25,1.28,0.18,3,-118.16579,34.15016,0.578861789,0.16097561,0.108943089,0.003252033,0.087804878,0.144715447,0.983739837,0.079674797,0.108943089,0.089430894,0.118699187,0.245528455,0.144715447,0.656910569,0.791869919,0.069918699
SMC01808,22514400,2019,7/9/2019,possibly unconstrained,Los Angeles,Los Angeles,Los Angeles,0.555216239,2.22E-16,0.555216239,Impacted for CSCI,Low stress,Impacted by unknown stress,1.03,90.3,80.6,424.7,0.75,0.17,1.6,1.68,75,83,0.79,28,87.5,0.2,0.08,63,-118.07316,34.3094,0.879674797,0.559349593,0.856910569,0.198373984,0.806504065,0.479674797,0.130081301,0.744715447,0.682926829,0.647154472,0.305691057,0.429268293,0.86504065,0.263414634,0.596747967,0.307317073
901M14145,20350775,2019,6/27/2019,likely constrained,Orange,San Juan,San Diego,0.963618248,2.22E-16,0.963618248,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.64,67.7,27.8,1920,0.73,0.57,1.33,1.52,41.7,44,0.74,54,37.5,0.18,0.04,10,-117.66682,33.48818,0.393495935,0.245528455,0.115447154,0.77398374,0.149593496,0.458536585,0.443902439,0.403252033,0.508943089,0.113821138,0.256910569,0.746341463,0.196747967,0.248780488,0.458536585,0.130081301
403M01571,17567763,2019,6/19/2019,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.561209971,2.22E-16,0.561209971,Healthy,Low stress,Healthy and unstressed,0.86,96.5,72.2,1207,0.93,0.81,1.48,2,100,83,0.88,19,62.5,0,0.01,33,-119.27994,34.58667,0.699186992,0.8,0.710569106,0.536585366,0.806504065,0.738211382,0.822764228,0.578861789,0.985365854,1,0.432520325,0.313821138,0.482926829,0.082926829,0.198373984,0.206504065
403S00271,NA,2019,6/19/2019,NA,Ventura,Santa Clara,Los Angeles,0.215353427,2.22E-16,0.215353427,Healthy,Low stress,Healthy and unstressed,0.86,100,69.4,586,1.02,1,1.64,1.83,100,86,0.95,20,75,0,0.01,41,-119.16547,34.5485,0.699186992,1,0.650406504,0.261788618,0.891056911,0.86504065,1,0.791869919,0.861788618,1,0.557723577,0.323577236,0.780487805,0.082926829,0.198373984,0.222764228
408M03051,163864416,2019,6/17/2019,NA,Ventura,Calleguas,Los Angeles,0.999377547,2.22E-16,0.999377547,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,80.6,77.8,1851,0.61,0.29,1.5,1.33,75,71,0.83,40,50,9.3,0.79,82,-118.9476,34.26839,0.110569106,0.383739837,0.790243902,0.757723577,0.473170732,0.292682927,0.172357724,0.598373984,0.352845528,0.647154472,0.351219512,0.596747967,0.37398374,0.957723577,0.926829268,0.398373984
403M01661,17573683,2019,6/17/2019,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.988157067,2.22E-16,0.988157067,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.72,93.3,50,1228,0.93,0.75,1.51,1.76,58.3,63,0.87,31,50,1.2,0.42,37,-119.09618,34.30608,0.508943089,0.769105691,0.268292683,0.54796748,0.282926829,0.738211382,0.746341463,0.621138211,0.767479675,0.317073171,0.411382114,0.484552846,0.37398374,0.648780488,0.904065041,0.209756098
402M00058,17586634,2019,6/10/2019,possibly unconstrained,Ventura,Ventura,Los Angeles,0.30382866,2.22E-16,0.30382866,Impacted for CSCI,Low stress,Impacted by unknown stress,1.3,90.3,55.6,925,0.75,0.64,1.21,1.77,83.3,67,0.81,33,37.5,0,0.01,55,-119.29586,34.44552,1,0.559349593,0.344715447,0.398373984,0.38699187,0.479674797,0.551219512,0.320325203,0.780487805,0.821138211,0.328455285,0.500813008,0.196747967,0.082926829,0.198373984,0.269918699
402M00110,17586760,2019,6/10/2019,possibly unconstrained,Ventura,Ventura,Los Angeles,0.329947883,2.22E-16,0.329947883,Healthy,Low stress,Healthy and unstressed,0.92,93.3,44.4,923,0.86,0.7,1.2,1.74,91.7,70,0.75,43,50,0,0.01,30,-119.30364,34.42735,0.769105691,0.769105691,0.221138211,0.396747967,0.455284553,0.640650407,0.660162602,0.308943089,0.749593496,0.887804878,0.26504065,0.629268293,0.37398374,0.082926829,0.198373984,0.185365854
402M00127,17586736,2019,6/10/2019,possibly unconstrained,Ventura,Ventura,Los Angeles,0.7352041,2.22E-16,0.7352041,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.8,90.3,61.1,1368,0.65,0.98,1.19,1.68,58.3,68,0.97,13,62.5,0.24,0.01,57,-119.26342,34.42503,0.627642276,0.559349593,0.481300813,0.617886179,0.41300813,0.349593496,0.965853659,0.300813008,0.682926829,0.317073171,0.629268293,0.232520325,0.482926829,0.310569106,0.198373984,0.282926829
SMC00206,20350529,2019,6/4/2019,likely constrained,Orange,San Juan,San Diego,0.93486737,2.22E-16,0.93486737,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.6,86.4,80.6,1238.7,0.86,0.3,1.51,1.54,75,79,0.74,42,75,0.76,0.08,57,-117.65963,33.54359,0.331707317,0.456910569,0.856910569,0.551219512,0.687804878,0.640650407,0.180487805,0.621138211,0.523577236,0.647154472,0.256910569,0.619512195,0.780487805,0.572357724,0.596747967,0.282926829
801M12684,20359258,2019,6/4/2019,NA,Orange,Lower Santa Ana,Santa Ana,0.938982321,2.22E-16,0.938982321,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.74,62.5,25,1525.3,0.41,0.67,0.49,1.05,33.3,36,0.43,21,25,2.64,0.02,0,-118.04144,33.75073,0.538211382,0.16097561,0.108943089,0.66504065,0.087804878,0.07804878,0.598373984,0.102439024,0.237398374,0.089430894,0.125203252,0.341463415,0.144715447,0.78699187,0.302439024,0.040650407
901M14149,20348571,2019,5/29/2019,possibly constrained,Orange,San Juan,San Diego,0.978220485,2.22E-16,0.978220485,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.79,93.3,69.4,1351,0.66,0.7,1.51,1.55,66.7,73,0.73,60,62.5,0.66,0.21,51,-117.74812,33.56754,0.61300813,0.769105691,0.650406504,0.61300813,0.528455285,0.36097561,0.660162602,0.621138211,0.536585366,0.375609756,0.240650407,0.804878049,0.482926829,0.544715447,0.829268293,0.256910569
403M01560,17573705,2019,5/15/2019,possibly constrained,Ventura,Santa Clara,Los Angeles,0.888002473,2.22E-16,0.888002473,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.7,93.3,52.8,1497,0.45,0.45,1.51,0.39,50,58,0.6,98,37.5,0.74,0.02,57,-119.21253,34.23545,0.468292683,0.769105691,0.299186992,0.655284553,0.222764228,0.123577236,0.291056911,0.621138211,0.099186992,0.206504065,0.18699187,0.988617886,0.196747967,0.567479675,0.302439024,0.282926829
403M01580,17573705,2019,5/15/2019,possibly constrained,Ventura,Santa Clara,Los Angeles,0.928365703,2.22E-16,0.928365703,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.57,90.3,38.9,1718,0.55,0.42,0.95,0.53,50,60,0.56,88,62.5,0.89,0.02,49,-119.23075,34.23495,0.292682927,0.559349593,0.188617886,0.725203252,0.237398374,0.211382114,0.263414634,0.2,0.112195122,0.206504065,0.169105691,0.952845528,0.482926829,0.593495935,0.302439024,0.23902439
SMC00873,20348415,2019,5/10/2019,likely constrained,Orange,San Juan,San Diego,0.871208023,2.22E-16,0.871208023,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.61,90.3,61.1,1327.7,0.71,1,1.35,1.38,58.3,71,0.85,42,75,0.11,0.05,57,-117.62668,33.59849,0.346341463,0.559349593,0.481300813,0.598373984,0.473170732,0.42601626,1,0.430894309,0.385365854,0.317073171,0.385365854,0.619512195,0.780487805,0.167479675,0.512195122,0.282926829
SMC00105,22563228,2019,5/10/2019,likely unconstrained,Orange,Lower Santa Ana,Santa Ana,0.745092176,2.22E-16,0.745092176,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.69,77.7,66.7,1323.5,0.77,0.53,1.66,1.86,100,80,0.88,11,75,0.03,0.02,72,-117.58423,33.74651,0.460162602,0.305691057,0.567479675,0.595121951,0.723577236,0.507317073,0.382113821,0.82601626,0.895934959,1,0.432520325,0.198373984,0.780487805,0.102439024,0.302439024,0.34796748
408M03100,17562608,2019,5/9/2019,NA,Ventura,Calleguas,Los Angeles,0.999997639,2.22E-16,0.999997639,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.54,62.5,25,4356,0.45,0.98,1.07,0.96,41.7,39,0.53,84,25,63,0.23,5,-119.0871,34.1812,0.240650407,0.16097561,0.108943089,0.977235772,0.131707317,0.123577236,0.965853659,0.237398374,0.2,0.113821138,0.16097561,0.93495935,0.144715447,0.996747967,0.842276423,0.094308943
404M04674,20364747,2019,5/9/2019,possibly constrained,Ventura,Santa Monica Bay,Los Angeles,0.889630276,2.22E-16,0.889630276,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.64,73.2,38.9,891,0.44,0,0.8,1.35,41.7,48,0.52,14,37.5,0.24,0.16,22,-118.85088,34.1462,0.393495935,0.266666667,0.188617886,0.382113821,0.16097561,0.110569106,0.084552846,0.159349593,0.364227642,0.113821138,0.156097561,0.245528455,0.196747967,0.310569106,0.762601626,0.169105691
801M12678,22563198,2019,4/25/2019,possibly unconstrained,Orange,Lower Santa Ana,Santa Ana,0.994553262,2.22E-16,0.994553262,Impacted for CSCI,Stressed by chemistry degradation,Impacted and stressed,0.85,93.3,80.6,2851.7,0.7,0.45,1.58,1.51,83.3,83,0.81,38,75,0.13,0.03,95,-117.70467,33.79594,0.682926829,0.769105691,0.856910569,0.889430894,0.806504065,0.408130081,0.291056911,0.717073171,0.500813008,0.821138211,0.328455285,0.567479675,0.780487805,0.2,0.385365854,0.471544715
801M12675,22560942,2019,4/23/2019,likely constrained,Orange,Lower Santa Ana,Santa Ana,0.950018199,2.22E-16,0.950018199,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.55,62.5,33.3,1321.5,0.5,0.14,1.04,1.59,41.7,44,0.6,35,37.5,1.05,0.08,5,-117.85819,33.81308,0.260162602,0.16097561,0.164227642,0.590243902,0.149593496,0.165853659,0.118699187,0.22601626,0.585365854,0.113821138,0.18699187,0.528455285,0.196747967,0.621138211,0.596747967,0.094308943
SMC16832,22525157,2018,7/10/2018,likely constrained,Los Angeles,San Gabriel,Los Angeles,0.97452624,0.994954538,0.999871473,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.4,67.7,25,1341,0.31,0,0.65,0,33.3,38,0.23,1,25,1.8,0.13,0,-118.10855,33.88444,0.06504065,0.245528455,0.108943089,0.609756098,0.120325203,0.02601626,0.084552846,0.126829268,0.069918699,0.089430894,0.063414634,0.061788618,0.144715447,0.710569106,0.72195122,0.040650407
SMC02976,22524613,2018,7/9/2018,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.371407535,2.22E-16,0.371407535,Healthy,Low stress,Healthy and unstressed,1.17,93.3,63.9,368.1,1.07,0.32,1.51,1.82,91.7,75,0.97,15,50,0.12,0.05,103,-117.75661,34.2579,0.970731707,0.769105691,0.499186992,0.164227642,0.595121951,0.905691057,0.183739837,0.621138211,0.840650407,0.887804878,0.629268293,0.260162602,0.37398374,0.18699187,0.512195122,0.526829268
SMC00608,22524713,2018,6/27/2018,likely constrained,Los Angeles,San Gabriel,Los Angeles,0.91486612,0.000315201,0.914892954,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.66,55.2,25,649,0.46,0.94,0.33,0.6,33.3,35,0.36,5,25,2.3,0.18,1,-117.90223,34.12344,0.41300813,0.117073171,0.108943089,0.27804878,0.063414634,0.13495935,0.939837398,0.07804878,0.126829268,0.089430894,0.108943089,0.105691057,0.144715447,0.76097561,0.791869919,0.055284553
SGUT501,22522827,2018,6/20/2018,possibly unconstrained,Los Angeles,San Gabriel,Los Angeles,0.075107331,2.22E-16,0.075107331,Impacted for ASCI,Low stress,Impacted by unknown stress,0.78,93.3,66.7,254.7,1.11,0.67,1.36,1.6,75,81,0.96,49,87.5,0.22,0,130,-117.88449,34.24092,0.601626016,0.769105691,0.567479675,0.095934959,0.746341463,0.941463415,0.598373984,0.443902439,0.590243902,0.647154472,0.590243902,0.689430894,0.86504065,0.286178862,0.100813008,0.720325203
405SGRAAG,22524611,2018,6/19/2018,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.216574127,2.22E-16,0.216574127,Healthy,Low stress,Healthy and unstressed,0.99,93.3,61.1,365,1,0.57,1.21,1.77,75,82,0.97,33,100,0.54,0.01,107,-117.74751,34.26448,0.835772358,0.769105691,0.481300813,0.162601626,0.778861789,0.834146341,0.443902439,0.320325203,0.780487805,0.647154472,0.629268293,0.500813008,1,0.495934959,0.198373984,0.559349593
404S03048,948070152,2018,6/12/2018,NA,Ventura,Santa Monica Bay,Los Angeles,0.999746543,2.22E-16,0.999746543,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.59,62.5,52.8,3719.2,0.75,0.74,1.94,1.49,50,57,0.92,56,62.5,0,0.13,115,-118.79089,34.18426,0.310569106,0.16097561,0.299186992,0.96097561,0.214634146,0.479674797,0.733333333,0.991869919,0.482926829,0.206504065,0.508943089,0.765853659,0.482926829,0.082926829,0.72195122,0.624390244
403WE0905,17568579,2018,6/7/2018,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.27195753,2.22E-16,0.27195753,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.41,87.5,80.6,1066.6,0.61,0.6,1.85,1.1,58.3,82,0.93,70,100,0,0,225,-119.24876,34.55734,0.07804878,0.458536585,0.856910569,0.47804878,0.778861789,0.292682927,0.481300813,0.962601626,0.256910569,0.317073171,0.52195122,0.868292683,1,0.082926829,0.100813008,0.998373984
403WE0683,17572791,2018,6/5/2018,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.319184398,2.22E-16,0.319184398,Impacted for ASCI,Low stress,Impacted by unknown stress,0.7,96.5,33.3,651.5,1.09,0.63,1.35,1.79,83.3,75,1.13,16,87.5,0,0.02,162,-119.07616,34.43952,0.468292683,0.8,0.164227642,0.281300813,0.595121951,0.926829268,0.536585366,0.430894309,0.803252033,0.821138211,0.931707317,0.281300813,0.86504065,0.082926829,0.302439024,0.891056911
403WE0682,17569981,2018,6/5/2018,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.208176345,2.22E-16,0.208176345,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.5,73.2,66.7,317,0.76,0.53,1.19,1.67,58.3,62,0.76,66,50,0,0.03,98,-118.38974,34.57066,0.188617886,0.266666667,0.567479675,0.130081301,0.266666667,0.497560976,0.382113821,0.300813008,0.666666667,0.317073171,0.276422764,0.840650407,0.37398374,0.082926829,0.385365854,0.497560976
403WE0560,17567993,2018,6/4/2018,likely unconstrained,Ventura,Santa Clara,Los Angeles,0.568754695,2.22E-16,0.568754695,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.66,93.3,77.8,977.8,0.78,0.67,1.59,1.64,91.7,88,0.98,40,87.5,0,0.03,108,-119.14079,34.55841,0.41300813,0.769105691,0.790243902,0.429268293,0.930081301,0.530081301,0.598373984,0.733333333,0.632520325,0.887804878,0.645528455,0.596747967,0.86504065,0.082926829,0.385365854,0.564227642
SMC00208,22522819,2017,7/21/2017,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.527050544,2.22E-16,0.527050544,Impacted for ASCI,Low stress,Impacted by unknown stress,0.53,93.3,72.2,277.8,1.19,0.85,1.51,1.81,91.7,80,1.15,17,62.5,0.89,0.06,127,-117.90908,34.24464,0.234146341,0.769105691,0.710569106,0.104065041,0.723577236,0.972357724,0.873170732,0.621138211,0.827642276,0.887804878,0.962601626,0.292682927,0.482926829,0.593495935,0.546341463,0.697560976
403WE0535,17574539,2017,7/19/2017,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.424744471,2.22E-16,0.424744471,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.53,86.4,58.3,1180.6,0.74,0.61,1.26,1.52,75,74,0.98,19,75,0.18,0,87,-118.75907,34.43957,0.234146341,0.456910569,0.422764228,0.526829268,0.559349593,0.468292683,0.505691057,0.357723577,0.508943089,0.647154472,0.645528455,0.313821138,0.780487805,0.248780488,0.100813008,0.419512195
403WE0534,17569679,2017,7/17/2017,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.718540385,2.22E-16,0.718540385,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.74,100,58.3,1117.3,0.75,0.45,1.24,1.47,66.7,78,0.89,1,87.5,0,0.04,58,-118.77983,34.61359,0.538211382,1,0.422764228,0.499186992,0.669918699,0.479674797,0.291056911,0.346341463,0.455284553,0.375609756,0.442276423,0.061788618,0.86504065,0.082926829,0.458536585,0.287804878
SMC00254,22524983,2017,6/29/2017,likely constrained,Orange,San Gabriel,Santa Ana,0.996857241,0.011168653,0.996892341,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.83,62.5,33.3,2207,0.3,0,0.33,0,33.3,39,0.08,1,25,2.34,0.12,7,-118.05377,33.83758,0.663414634,0.16097561,0.164227642,0.821138211,0.131707317,0.019512195,0.084552846,0.07804878,0.069918699,0.089430894,0.021138211,0.061788618,0.144715447,0.765853659,0.707317073,0.108943089
907M23343,20334438,2017,6/27/2017,possibly constrained,San Diego,Mission Bay and San Diego River,San Diego,0.98270051,2.22E-16,0.98270051,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.45,80.6,69.4,2063,0.81,0.3,1.32,1.36,50,69,0.77,60,75,2.46,0.02,131,-116.77732,32.83203,0.120325203,0.383739837,0.650406504,0.804878049,0.430894309,0.578861789,0.180487805,0.395121951,0.372357724,0.206504065,0.289430894,0.804878049,0.780487805,0.77398374,0.302439024,0.728455285
ME-VR2,948070372,2017,6/21/2017,NA,Ventura,Ventura,Los Angeles,0.860990114,2.22E-16,0.860990114,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.6,73.2,69.4,1165,0.78,0.63,1.61,1.74,75,70,1.1,36,62.5,1.9,0.03,98,-119.29948,34.34584,0.331707317,0.266666667,0.650406504,0.517073171,0.455284553,0.530081301,0.536585366,0.754471545,0.749593496,0.647154472,0.884552846,0.538211382,0.482926829,0.720325203,0.385365854,0.497560976
901M14137,20350669,2017,6/20/2017,likely constrained,Orange,San Juan,San Diego,0.999999624,2.22E-16,0.999999624,Impacted for CSCI,Stressed by chemistry degradation,Impacted and stressed,0.85,55.8,69.4,5359,0.44,0.62,1.64,1.66,50,59,0.88,39,62.5,0.5,0.74,81,-117.71659,33.49418,0.682926829,0.120325203,0.650406504,0.985365854,0.230894309,0.110569106,0.518699187,0.791869919,0.660162602,0.206504065,0.432520325,0.580487805,0.482926829,0.482926829,0.923577236,0.391869919
901M14138,20348499,2017,6/20/2017,likely constrained,Orange,San Juan,San Diego,0.892178013,2.22E-16,0.892178013,Impacted for ASCI,Low stress,Impacted by unknown stress,0.49,93.3,72.2,1136,0.81,0.59,1.5,1.48,75,79,0.94,32,75,0.41,0.08,80,-117.63999,33.57688,0.17398374,0.769105691,0.710569106,0.504065041,0.687804878,0.578861789,0.468292683,0.598373984,0.469918699,0.647154472,0.539837398,0.492682927,0.780487805,0.43902439,0.596747967,0.383739837
SMC00428,22521703,2017,6/15/2017,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.566846029,2.22E-16,0.566846029,Healthy,Low stress,Healthy and unstressed,1.09,93.3,66.7,457.1,1.07,0.57,1.52,1.56,83.3,80,0.92,24,75,0.21,0.08,87,-118.04976,34.2481,0.93495935,0.769105691,0.567479675,0.219512195,0.723577236,0.905691057,0.443902439,0.629268293,0.549593496,0.821138211,0.508943089,0.375609756,0.780487805,0.274796748,0.596747967,0.419512195
SMC04524,22520983,2017,6/15/2017,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.516581127,2.22E-16,0.516581127,Healthy,Low stress,Healthy and unstressed,0.93,100,66.7,376.5,1.22,1,1.63,1.78,83.3,81,1.07,30,75,0.25,0.07,104,-118.03367,34.24761,0.782113821,1,0.567479675,0.170731707,0.746341463,0.982113821,1,0.77398374,0.791869919,0.821138211,0.81300813,0.474796748,0.780487805,0.315447154,0.567479675,0.536585366
907M23346,20330010,2017,6/15/2017,possibly unconstrained,San Diego,Mission Bay and San Diego River,San Diego,0.204429921,2.22E-16,0.204429921,Healthy,Low stress,Healthy and unstressed,0.89,100,58.3,641,0.92,0.7,1.74,1.82,100,83,1.06,30,75,0,0.01,109,-116.68435,33.00467,0.738211382,1,0.422764228,0.271544715,0.806504065,0.72195122,0.660162602,0.884552846,0.840650407,1,0.793495935,0.474796748,0.780487805,0.082926829,0.198373984,0.572357724
SMC00544,22523163,2017,6/14/2017,possibly unconstrained,Los Angeles,San Gabriel,Los Angeles,0.899538048,2.22E-16,0.899538048,Impacted for ASCI,Low stress,Impacted by unknown stress,0.72,86.4,66.7,917,0.95,0.57,1.92,1.65,66.7,74,1.06,19,75,1.72,0.09,122,-117.74153,34.14677,0.508943089,0.456910569,0.567479675,0.395121951,0.559349593,0.769105691,0.443902439,0.983739837,0.647154472,0.375609756,0.793495935,0.313821138,0.780487805,0.700813008,0.630894309,0.660162602
907M23342,20334390,2017,6/13/2017,possibly unconstrained,San Diego,Mission Bay and San Diego River,San Diego,0.833090676,2.22E-16,0.833090676,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.62,84,52.8,194,0.77,0.7,1.1,1.88,58.3,64,1.07,13,62.5,1.4,0.3,123,-116.59072,32.99095,0.367479675,0.422764228,0.299186992,0.055284553,0.305691057,0.507317073,0.660162602,0.256910569,0.915447154,0.317073171,0.81300813,0.232520325,0.482926829,0.67804878,0.869918699,0.666666667
903M20208,20341623,2017,6/12/2017,NA,San Diego,Northern San Diego,San Diego,0.998526357,2.22E-16,0.998526357,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.57,93.3,61.1,2164,0.98,0.26,1.47,0.91,66.7,68,0.73,67,50,30,0.1,112,-117.12282,33.32691,0.292682927,0.769105691,0.481300813,0.816260163,0.41300813,0.804878049,0.154471545,0.569105691,0.191869919,0.375609756,0.240650407,0.850406504,0.37398374,0.988617886,0.653658537,0.6
903M20213,20341649,2017,6/12/2017,possibly unconstrained,San Diego,Northern San Diego,San Diego,0.999477535,2.22E-16,0.999477535,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,90.3,80.6,3097,1.05,0.43,1.79,0.91,50,71,0.97,64,62.5,9.48,0.04,184,-117.13364,33.30566,0.110569106,0.559349593,0.856910569,0.907317073,0.473170732,0.891056911,0.271544715,0.928455285,0.191869919,0.206504065,0.629268293,0.824390244,0.482926829,0.959349593,0.458536585,0.954471545
